pol,text
neutral,@VanMorrisonFans rolling stone says van Morrison's astral weeks is the 19th greatest album. should be #1. happy 70th birthday van. 8-31-15.	
positive,@bluebella18 I was literally thinking we should do the same for Fri/Sat nights. We spent the night in Brissie for Foo Fighters	
neutral,Who wants to go with me to get my tattoo tomorrow? I'll buy you Dunkin doughnuts	
positive,my last rt is what I'm being to philly tomorrow for Niall ! you should go check it out and rt (: ~j	
positive,Ant-Man is important. No matter how small his role in Civil War may actually be he is still there for a reason. Don't downplay him.	
negative,Bitch Sakura tryna tell my nigga the 5th bout how she want the D.  But my nigga Naruto graduated.  HE AINT GOT TIME FOR YA GAMES BITCH.	
neutral,@MaddieChavis tomorrow is a new day tho so it's Gucci	
neutral,@rayshellbox Kasi nga diba may prejudice pa rin about black entertainers? Also Miley says that Nicki keeps pulling the race card--	
neutral,I was rolling saturday at my cousin Shawn talking about the disbelief of him about to have a daughter right in front of his GF/BM	
neutral,@THOTCrime anyone who dares stand in the undertakers way this weekend Monday night only wwe smack down John cena johncenajonhcenacenacenace	
neutral,*sends bae video of drake looking at nicki like she the sun* why u dont look at me like that	
neutral,Jean Machi showing Red Sox fans exactly what Giants fan already knew! Three walks in the 9th one run in bases loaded 1 out.	
neutral,@washingtonpost Wrong tactic she was elected - Gay marriage was illegal when she took office it may not be in her job description.	
negative,why is nero so ridiculously gay for dante the world may never know	
positive,David Price is the fastest #bluejays' pitcher to reach 50Ks with the team. He accomplished the feat tonight in his 6th #jays' start.	
neutral,I might not be able to tell you any answers to my homework tomorrow but I sure will tell you all about how the Red Sox beat the Yankees.	
positive,From the very 1st pitch the Baseball Gods had the Red Sox winning that game they better make it up to us in the long run	
positive,@MObaseball5 ugh right I sat right back down. Woulda been so great to beat the Red Sox with a grand slam...	
positive,Crowd finally pops....for John Cena...in the 11th hour.   #raw #WWENOC #WWERaw	
neutral,@_jjju_ Wat time PST or P.M. pacific does the summer oatch launch tomorrow on PS4?	
positive,The Red Sox may be god awful but beating the Yankees while they are in the thick of things is always nice.	
neutral,im going to school tomorrow for nicki and for z	
neutral,@GlobeChadFinn Just once I want to c Red Sox manager walk to mound &amp; demonstratively yell at relief pitcher who walks people in 9th inning.	
positive,Seth Rollins has nothing to worry about. As long as he wears white and gold he'll be fine on the 20th. #WWE #Raw #ColorsOfChampions	
negative,Most people may hate john cena but I think that man is hilarious on the mic @JohnCena @WWE	
neutral,Until Dawn worth the buy? Going to pick up my PS4 tomorrow	
neutral,Attempting to read Paper Towns in one sitting so I can watch it's final showing tomorrow at Macquarie Shopping Centre.	
neutral,Wait really though does anyone want to go to Dallas on Saturday to see Ed Sheeran?	
neutral,If the #RedSox keep on winning and end up getting the 11th pick and losing a protected first by one slot would be classic Red Sox	
negative,After that horrendous performance by Romero on sunday Manchester United had no choice than to stall the DDG move to Real Madrid!	
neutral,David de Gea to Real Madrid: Everything you need to know on monday night about Man Ut http://t.co/EFNxDcGjFV	
positive,@CassieLeuffen Chuck Norris and 10000 people march through downtown Birmingham Saturday and @OANN doesn't cover it? Who dropped the ball?	
negative,#Annoyed #GoldenOpportunity wasted.   Tomorrow is another game. #Hate the Red Sox https://t.co/yfcjFF2UGu	
negative,Would never vote for Kane for president mostly with Kim Kardashian as his wife. No way in hell is she going to be the 1st lady	
neutral,We'll be talking about Seth Rollins' #WWENOC Title Matches #RAW &amp; more #BustedOpenLive tomorrow from 2-4PM EST on @SIRIUSXM Rush Channel 93	
negative,When I see niall's bitch ass tomorrow I am going to cry	
positive,Reminder: the wonderful madness that is Super Time Force hits the PS4 and Vita tomorrow. REJOICE. http://t.co/c2S0aoQgOm	
positive,Watching Monday night Raw when John Cena's song comes on....  Sasha comes booking it into the living room saying Cena! Cena!	
neutral,ed Sheeran is gonna be here on the 12th why am I poor	
positive,Zayn: ha ha I love Philly ! Going to make appearance tomorrow .. I love pears :) x	
neutral,When I read this all I can think about is how the Red Sox still have a chance  https://t.co/blPhv6PKvo	
negative,The only thing scarier than Kanye West running for president is that there's a slight chance Kim Kardashian may be the First Lady..	
neutral,Yankees fall to Red Sox fail to gain ground on Blue Jays: The scoreboard on the Green Monster showed a rare sight Monday night: a Bl...	
negative,The world is going to end the day Kanye West is elected pres or tomorrow	
neutral,@K8_Bowers stayed until the end. Red Sox won but not without a few heart palpitations in the 9th!	
positive,I will be back on PSN tomorrow the 2nd of september with my new PS4 :) message me if your intersented in my psn name :)))))	
positive,Talking about Janet Jackson...I can't wait to see her in February!  #UnbreakableWorldTour	
neutral,@duncancastles Why am I not surprised that you blame #MUFC for Real Madrid leaving DDG bid till the 11th hour?	
neutral,Fenway Park staff reportedly confiscating Don Orsillo signs: Monday night is the first Red Sox game at Fenway ... http://t.co/plkWRi4rir	
positive,by tomorrow my layout will hopefully consist of a selfie with Niall and otra fireworks fingers crossed people	
neutral,#rivalryweek 2 out of 4 today Mets beat the phillies Yankees lose to the Red Sox on a 9th inning 2-out grand slam robbery	
negative,Man i really wanna see luffy go 4th gear : / ANd fuck i hope naruto isnt another flash back i give 0 fucks about ur pass atm JUST FIGHT DAMN	
positive,you may not like them together but admit it camila and shawn sounds amazing together	
neutral,More like Taylor wants to stay the hell away from Miley bc she saw how Nicki dragged her Sunday. https://t.co/Xo7KkQWeSS	
neutral,do u think I should be telling Niall abt these ships instead . @NiallOfficial what are u doin tomorrow ? I want to show u some boats	
negative,Why do you spread lies? Zayn still has his IG https://t.co/Lz24k3lXF7	
negative,Ok so Kanye West becomes US president means Kim Kardashian is 1st lady.. let it happen !! hahaha	
negative,All Nicki said was what's good like c'mon now we get it she a bad bitch ok	
positive,New class tomorrow! Then I will be one month away from getting my first degree. I'mma do a Kanye West speech when I get it too.	
neutral,@KrazyK_20 it's ok you can do it Friday so it can be fresh for Milan party	
neutral,Twitchy: At the MTV Video Music Awards Sunday night Kanye West concluded an acceptance speech ... http://t.co/xDal7kPitg #WakeUpAmerica	
positive,I get to see the love of my life for the 4th time omgjsjsnznz NIALL	
positive,@ThunderS7ruck moderate NAT and freezing issue. I'm used to the sweats!! I may buy a PS4 before release based on playability	
positive,So Michael Cole really sat there and called John Cena a fellow legend along with Sting? Wow. #WWE #RAW	
positive,@livebyfoma Managed to get my hands on the PS4 version on Saturday. It exceeds the hype if that's even possible	
neutral,Taking the fam to the Yankees and Red Sox game tomorrow	
positive,I really don't like wishing time away but I really wish it was September 10th and I was seeing Ed Sheeran and the squad was in Florida	
neutral,yo if Last Friday Night by Katy Perry doesn't take you back to bomb middle school days then I feel very bad for you	
negative,But Saturday Shawn was trying to say that he's single in Spanish. Who the fuck knows anymore?!?!	
neutral,@DanielAGreen1 Tomorrow the price will be right for David Price will not be on the slate...	
negative,This bit badder than Kanye West ego and Hotter than the sun.	
neutral,I should really get sleep since I have class tomorrow but when you have a PS4 and Madden 16 in front of you it's kinda hard..	
neutral,So he's every bullpen pitcher the Red Sox have ever had? https://t.co/Ezk3Km3Ydx	
neutral,@OreoClones2012 what about the beat to 3rd Quarter by Gucci	
positive,Don't wanna be an Italian idiot. thanks for tonight Turin you were badass see ya tomorrow Milan	
positive,I just realized I've been watching Naruto since I was in the 5th grade and I'm about to start my 3rd year of college...	
neutral,@Fangemeinde Damn lol. I needa catch up. You know it took me the whole 5th grade to watch Naruto and that wae the year Shippuuden came out?	
negative,Sad i cant make gucci's party sat and oskur would have made a friend with his lonely ass.	
neutral,@Kamila_1324 yo come by Bhs tomorrow imma be there with Mikayla and Gucci then we gonna work out. Come by I you wanna die (hypothetically)	
neutral,Paul McCartney's daughter (Stella) and Ringo Starr's son (Zak) share the same birthday:  September 13th.	
positive,Red Sox may not be good but I can enjoy them beating the Yankees	
positive,@richardnaik @KayinAmoh So honestly even if the PC version is great it sounds like PS4 is terrific as well. May just come to preference.	
negative,I blame that one rain delay on Sunday Night Baseball against the Red Sox.	
positive,@TheMikeLjubsa Blue Jays beat Red Sox with a huge rally in the second half of the game back in June. That's the best one I remember.	
neutral,Win 2 FREE tickets to see Ed Sheeran at Toyota Stadium Sept 5! View the link to see how to enter our drawing.  https://t.co/dJUmZ1poip _RT_	
neutral,Aug 30 (Infostrada Sports) - Top scorers of the La Liga on Sunday 2 Nolito (Celta Vigo) Gareth Bale (Real Madrid) James Rodriguez (Real	
negative,All the millions Real Madrid have got still can't buy a decent PC. Smh. #DeadlineDay  https://t.co/sluLS7CDWH	
positive,I have the same birthday as my girlfriend and John Cena April 23 about to be so lit	
neutral,French club Monaco confirmed on Wednesday that a loan deal has been reached with Real Madrid for P...  http://t.co/Do6fcQg9QV	
negative,Tomorrow it's going to be July 63 and still no frank ocean album	
negative,Friday I need to be in Cleveland turnt like  I just fuck yo bitch in sum Gucci flip flops	
neutral,another week. C. wants to take him to a gay bar. Assistant points out that he may find a girlfriend. Or a boyfriend. Whatever.	
positive,@david_garrett see you tomorrow in Milan! Kick some ass babe!	
neutral,Real Madrid and/or #mufc may consider an appeal over the cause of the David De Gea delay (i.e. computer glitch). #SSNHQ	
